Age,Year,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,VehiclePrice,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy,FraudFound_P
38.0,1996.0,Sep,2,Sunday,Toyota,Urban,Tuesday,Feb,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,13,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,0
41.0,1996.0,Mar,3,Wednesday,VW,Urban,Wednesday,Mar,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,All Perils,0
35.0,1994.0,Jun,1,Sunday,Accura,Urban,Thursday,Jun,3,Male,Single,Policy Holder,Sedan - All Perils,Sedan,more than 69000,15,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,All Perils,0
53.0,1994.0,Jun,3,Saturday,Chevrolet,Urban,Wednesday,Jun,1,Male,Married,Policy Holder,Sedan - Liability,Sport,less than 20000,2,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Liability,0
26.0,1994.0,Sep,1,Monday,Dodge,Urban,Tuesday,Sep,3,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,15,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,Yes,No,External,1 to 2,no change,1 vehicle,Collision,0
41.0,1994.0,May,1,Sunday,Toyota,Urban,Monday,Jun,2,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,9,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision,0
41.0,1996.0,Mar,4,Wednesday,Mazda,Urban,Friday,Mar,4,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,14,400,2,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,0
27.0,1996.0,Dec,5,Wednesday,Toyota,Urban,Monday,Dec,2,Female,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,15,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,0
31.0,1994.0,Apr,4,Friday,Honda,Urban,Wednesday,Apr,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,13,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,All Perils,0
70.9571,1995.0,Mar,2,Wednesday,Honda,Urban,Friday,Mar,3,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,10,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,none,no change,3 to 4,Liability,0
31.503677,1996.0,Oct,4,Sunday,Pontiac,Urban,Wednesday,Oct,4,Female,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,0
49.0,1995.0,Dec,1,Monday,Ford,Rural,Tuesday,Dec,1,Male,Married,Policy Holder,Utility - All Perils,Utility,more than 69000,8,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,1
30.0,1995.0,Sep,3,Saturday,Pontiac,Urban,Monday,Feb,4,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,7,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
31.0,1995.0,Jan,4,Friday,Honda,Rural,Tuesday,Jan,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,5,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
21.0,1995.0,Aug,3,Sunday,Mazda,Urban,Wednesday,Aug,3,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,7,400,4,more than 30,more than 30,1,5 years,26 to 30,No,No,External,3 to 5,4 to 8 years,3 to 4,Liability,0
31.0,1995.0,Feb,1,Friday,Chevrolet,Urban,Friday,Feb,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,Liability,0
30.0,1995.0,Dec,4,Wednesday,Toyota,Urban,Wednesday,Dec,4,Male,Single,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,9,400,4,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1
30.0,1995.0,Jun,4,Monday,Mazda,Urban,Monday,Jul,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision,0
52.0,1996.0,May,4,Thursday,Mazda,Urban,Tuesday,May,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,10,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Liability,0
33.0,1995.0,Feb,4,Wednesday,Pontiac,Rural,Monday,Mar,1,Female,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,Yes,No,External,more than 5,4 to 8 years,2 vehicles,Collision,0
31.0,1995.0,Mar,3,Sunday,Mazda,Urban,Monday,Mar,4,Male,Divorced,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision,0
33.0,1996.0,Oct,2,Monday,Honda,Urban,Wednesday,Oct,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,11,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
33.0,1995.0,Mar,3,Friday,Mazda,Rural,Monday,Mar,4,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,11,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,0
33.0,1996.0,Jul,2,Wednesday,Mazda,Urban,Friday,Jul,2,Male,Single,Third Party,Sedan - Liability,Sport,20000 to 29000,6,500,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,2 to 3 years,1 vehicle,Liability,0
0.0,1996.0,Dec,3,Monday,Honda,Urban,Wednesday,Jan,3,Male,Single,Policy Holder,Sedan - Collision,Sedan,more than 69000,7,400,3,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,Collision,0
36.0,1995.0,Apr,2,Thursday,Pontiac,Rural,Monday,May,2,Male,Single,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,10,400,3,more than 30,more than 30,1,7 years,36 to 40,Yes,No,External,more than 5,no change,1 vehicle,All Perils,0
43.0,1996.0,Feb,3,Tuesday,Honda,Urban,Monday,Feb,3,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4,400,3,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Liability,0
47.0,1996.0,Aug,5,Friday,Mazda,Urban,Monday,Aug,5,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,10,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Collision,0
53.0,1994.0,Dec,3,Wednesday,Toyota,Urban,Tuesday,Jan,3,Female,Married,Policy Holder,Sedan - All Perils,Sedan,more than 69000,13,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,0
30.0,1996.0,Aug,2,Tuesday,Mazda,Urban,Wednesday,Aug,2,Male,Married,Third Party,Sedan - Collision,Sedan,30000 to 39000,2,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
49.0,1994.0,Mar,1,Friday,Pontiac,Urban,Thursday,Mar,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,7,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision,0
30.0,1995.0,Sep,4,Monday,Mazda,Urban,Wednesday,Sep,5,Male,Single,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,5,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,0
45.0,1996.0,Jun,2,Thursday,Toyota,Urban,Thursday,Jun,2,Male,Married,Policy Holder,Sedan - Liability,Sport,more than 69000,8,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Liability,0
41.803417,1995.0,Jan,4,Friday,Pontiac,Urban,Monday,Nov,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,5,700,4,8 to 15,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision,0
51.0,1995.0,Dec,4,Sunday,Toyota,Rural,Friday,Dec,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,6,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Collision,0
31.0,1996.0,Dec,5,Thursday,Mazda,Urban,Monday,Dec,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,5,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,4 to 8 years,2 vehicles,All Perils,0
72.55386,1996.0,Nov,3,Sunday,Pontiac,Urban,Wednesday,Nov,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11,400,1,more than 30,more than 30,1,7 years,over 65,No,No,External,none,no change,1 vehicle,Collision,0
29.0,1995.0,Nov,2,Saturday,Toyota,Urban,Thursday,Nov,3,Male,Single,Policy Holder,Sedan - Collision,Sedan,less than 20000,2,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
23.892477,1994.0,Dec,4,Tuesday,Pontiac,Urban,Friday,Mar,1,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,0
35.0,1996.0,Mar,1,Monday,Toyota,Urban,Tuesday,Mar,5,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,2,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,All Perils,0
28.0,1995.0,Apr,4,Thursday,Mazda,Urban,Friday,Apr,4,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,2,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
31.0,1995.0,Nov,2,Friday,Pontiac,Urban,Friday,Nov,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,6,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,0
58.002903,1994.0,Aug,4,Wednesday,Pontiac,Urban,Friday,Aug,1,Female,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,400,1,more than 30,more than 30,none,7 years,51 to 65,No,No,External,1 to 2,no change,1 vehicle,All Perils,0
35.0,1996.0,Oct,1,Monday,Pontiac,Urban,Tuesday,Oct,1,Male,Married,Third Party,Sedan - Liability,Sport,20000 to 29000,5,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,0
45.0,1994.0,Mar,4,Monday,Ford,Urban,Thursday,Apr,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Collision,0
30.0,1995.0,Oct,5,Friday,Toyota,Urban,Friday,Sep,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,more than 69000,12,400,3,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,0
34.0,1994.0,Jun,2,Friday,Mazda,Urban,Monday,Jun,3,Female,Married,Policy Holder,Sedan - Liability,Sport,more than 69000,9,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,0
30.0,1995.0,May,5,Wednesday,Chevrolet,Urban,Monday,May,4,Female,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,All Perils,0
45.0,1995.0,Feb,1,Tuesday,Ford,Urban,Tuesday,Feb,3,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,6,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,All Perils,0
12.091361,1995.0,Jul,3,Monday,Pontiac,Urban,Wednesday,Jul,3,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,400,1,more than 30,more than 30,more than 4,4 years,21 to 25,No,No,External,more than 5,no change,1 vehicle,Collision,0
38.0,1996.0,Nov,4,Saturday,Chevrolet,Urban,Monday,Mar,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,7,500,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,2 to 3 years,1 vehicle,Collision,0
61.0,1996.0,Apr,1,Monday,Toyota,Rural,Monday,May,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,13,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,All Perils,0
30.0,1996.0,Oct,2,Tuesday,Toyota,Urban,Monday,Oct,3,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,13,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,0
29.0,1994.0,Mar,4,Saturday,Toyota,Urban,Tuesday,Mar,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,15,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,0
43.0,1996.0,Nov,1,Monday,Toyota,Urban,Tuesday,Nov,1,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,6,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Liability,0
34.0,1994.0,Aug,3,Sunday,Mazda,Urban,Wednesday,Mar,1,Female,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,8,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,0
29.0,1994.0,Nov,2,Saturday,Pontiac,Urban,Friday,Nov,1,Male,Single,Policy Holder,Sedan - All Perils,Sedan,less than 20000,10,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,0
49.0,1994.0,Feb,1,Thursday,Toyota,Rural,Thursday,Feb,1,Male,Married,Third Party,Sedan - All Perils,Sedan,30000 to 39000,10,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,0
32.0,1996.0,May,1,Monday,Mazda,Urban,Friday,Jul,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,15,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,1
31.0,1994.0,May,2,Wednesday,Mazda,Urban,Friday,May,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,8,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
38.0,1994.0,Sep,4,Wednesday,Toyota,Urban,Wednesday,Sep,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,0
30.0,1994.0,Oct,3,Saturday,Pontiac,Urban,Tuesday,Oct,3,Male,Married,Third Party,Sedan - All Perils,Sedan,30000 to 39000,13,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,All Perils,0
44.0,1994.0,May,2,Friday,Mazda,Urban,Monday,May,2,Male,Married,Policy Holder,Sedan - Liability,Sport,more than 69000,15,400,3,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Liability,0
32.0,1996.0,Jan,2,Wednesday,Mazda,Urban,Tuesday,Jan,2,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,14,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,0
47.0,1995.0,May,4,Monday,Toyota,Urban,Tuesday,May,4,Male,Married,Third Party,Sedan - Collision,Sedan,more than 69000,15,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Collision,0
52.0,1996.0,Sep,3,Saturday,Mazda,Urban,Wednesday,Oct,1,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,14,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Collision,0
38.0,1996.0,Nov,2,Wednesday,Honda,Urban,Wednesday,Nov,2,Female,Widow,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,12,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,0
31.0,1994.0,Jul,3,Tuesday,Mazda,Urban,Tuesday,Jul,4,Male,Married,Third Party,Sedan - Liability,Sport,20000 to 29000,15,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,0
31.0,1994.0,Dec,5,Wednesday,Pontiac,Urban,Monday,Mar,1,Female,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,2,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,0
30.0,1996.0,Jul,4,Friday,Chevrolet,Urban,Friday,Apr,4,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,7,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,0
31.0,1994.0,Aug,3,Tuesday,VW,Urban,Friday,Aug,1,Male,Married,Policy Holder,Sedan - Liability,Sport,more than 69000,5,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,0
48.0,1996.0,Dec,3,Friday,Ford,Urban,Friday,Dec,4,Male,Single,Policy Holder,Sedan - Liability,Sport,30000 to 39000,15,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability,0
27.0,1995.0,Jun,3,Saturday,Honda,Urban,Monday,Aug,5,Female,Married,Third Party,Sport - Collision,Sport,more than 69000,5,400,4,more than 30,more than 30,none,2 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,1
41.0,1995.1938,Jun,2,Saturday,Accura,Urban,Friday,Apr,3,Female,Married,Policy Holder,Sedan - Collision,Sedan,more than 69000,4,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision,0
62.0,1994.0,Sep,3,Saturday,Mazda,Urban,Tuesday,Sep,5,Male,Married,Third Party,Sport - Collision,Sport,more than 69000,2,400,3,more than 30,more than 30,none,6 years,51 to 65,No,No,External,none,no change,1 vehicle,Collision,0
27.0,1995.0,Apr,2,Monday,Pontiac,Rural,Wednesday,Apr,4,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,11,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,0
39.0,1994.0,Oct,1,Friday,Honda,Urban,Thursday,Oct,1,Male,Single,Policy Holder,Sedan - Collision,Sport,more than 69000,7,400,2,more than 30,more than 30,more than 4,new,36 to 40,No,No,External,none,no change,1 vehicle,Collision,0
62.0,1995.0,Jun,5,Monday,Honda,Rural,Thursday,Apr,4,Male,Married,Policy Holder,Sport - Collision,Sport,more than 69000,15,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,Collision,0
52.0,1995.0,Dec,4,Thursday,Honda,Urban,Friday,Jan,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,14,400,3,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Liability,0
0.0,1995.0,Jan,2,Tuesday,Honda,Urban,Friday,Jan,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,more than 69000,10,400,1,more than 30,more than 30,none,new,16 to 17,No,No,External,1 to 2,no change,1 vehicle,Collision,1
26.0,1996.0,Jul,3,Tuesday,Honda,Urban,Tuesday,Jul,3,Male,Single,Third Party,Sedan - Liability,Sport,more than 69000,8,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,Yes,No,External,more than 5,no change,1 vehicle,Liability,0
43.0,1996.0,Oct,2,Friday,Honda,Urban,Tuesday,Nov,2,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,2,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision,0
44.0,1994.0,Dec,3,Monday,Toyota,Rural,Tuesday,Dec,4,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,7,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,0
41.0,1994.0,Jul,2,Sunday,Pontiac,Urban,Monday,Jul,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,8,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,0
79.118706,1994.0,Mar,4,Tuesday,Toyota,Urban,Tuesday,Jun,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,5,400,4,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,All Perils,0
32.0,1995.0,Jun,2,Friday,Toyota,Urban,Wednesday,Jun,4,Male,Single,Policy Holder,Sedan - Liability,Sport,30000 to 39000,9,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,0
41.0,1995.0,Jul,5,Friday,Chevrolet,Urban,Friday,Jul,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,400,2,1 to 7,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision,0
27.0,1995.0,Aug,5,Wednesday,Pontiac,Urban,Friday,Aug,1,Male,Married,Policy Holder,Sedan - Liability,Sport,less than 20000,7,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,0
33.0,1994.0,Dec,4,Friday,Honda,Urban,Wednesday,Jan,1,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,16,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,0
