cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,C,B,B,A,B,B,B,A,A,A,G,H,D,B,D,E,C,A,P,L,A,A,B,G,E,H,F,B,AB,CP,A,J,BN,C,J,CR,0.475784,0.22209159,0.506105,0.6619286,0.594196,0.4205394,0.347485,0.61229,0.40455,0.39068,0.396226,0.387819,0.30435,0.80956846,4367.4824
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,H,C,A,A,D,B,I,Q,B,BI,CQ,A,AV,AN,A,K,DP,0.321594,0.555782,0.57136,0.373816,0.718531,0.242437,0.3362647,0.46477,0.30859,0.25604,0.307628,0.335036,0.3029505,0.6035207,648.1026
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,D,B,D,B,B,B,A,C,B,D,B,A,A,A,B,H,D,D,C,E,E,D,T,F,C,A,A,E,E,I,I,K,BI,AC,A,AU,N,A,S,GL,0.325401,0.681761,0.819748,0.442784,0.281143,0.439206,0.4334676,0.68308,0.35127,0.51111,0.434083,0.40609,0.723122,0.6601736,19563.195
A,B,A,B,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,C,D,D,E,E,A,P,I,I,A,A,E,E,J,F,B,BI,EG,M,S,K,E,L,DJ,0.31405,0.488789,0.61366,0.738221,0.397069,0.23371498,0.26101,0.34987,0.32128,0.24135819,0.24541,0.241676,0.307181,0.23473482,5096.906
A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,C,B,A,A,A,B,H,D,B,E,E,G,E,R,F,O,A,C,L,F,E,I,F,BI,CR,A,L,AT,A,Q,HQ,0.629339,0.620805,0.336963,0.373816,0.281143,0.70652103,0.6059855,0.32843,0.7347207,0.59869,0.588753,0.594646,0.820538,0.23683693,1964.4537
A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,D,B,D,B,B,C,B,B,D,A,A,B,B,H,D,D,D,E,C,A,P,F,A,A,A,G,E,F,F,D,BI,CL,G,H,J,V,K,CG,0.490265,0.199504,0.57136,0.327354,0.281143,0.48114553,0.7156077,0.36083,0.42289,0.37493,0.5158299,0.481306,0.298734,0.80696255,2698.0337
A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,A,B,C,B,B,B,A,A,A,A,A,C,D,D,E,E,A,P,J,D,A,B,D,E,J,G,B,BI,DL,A,AD,AU,A,J,GS,0.21806505,0.422197,0.527991,0.327354,0.38056,0.220686,0.32269526,0.3083695,0.26425824,0.34424,0.257148,0.241676,0.27875343,0.77991295,740.0075
A,B,A,B,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,O,I,A,A,E,E,G,E,B,BI,EL,C,G,BJ,A,P,KW,0.496063,0.488789,0.336963,0.514031,0.72352505,0.3992699,0.349614,0.40028,0.39447,0.40131,0.307628,0.308395,0.298734,0.21695344,1620.6343
A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,B,C,E,D,A,K,H,A,A,B,C,E,M,I,A,BI,BT,A,AB,AE,Q,S,KW,0.11269832,0.555782,0.37718,0.373816,0.456483,0.09381385,0.23513898,0.45088622,0.22306056,0.2123,0.1351903,0.12798612,0.339244,0.724691,1976.0693
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,C,A,P,F,A,A,B,E,E,G,F,B,BI,CO,A,U,BM,A,K,EN,0.503312,0.737068,0.634224,0.696873,0.551723,0.398862,0.401162,0.6987979,0.43111,0.42828,0.307628,0.335036,0.339244,0.809847,3836.8647
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,B,D,A,A,C,B,D,D,A,A,A,A,A,C,B,C,E,C,D,T,K,A,A,A,H,F,F,F,K,C,BS,E,U,BM,A,O,HC,0.596331,0.15999,0.230975,0.50382,0.49468237,0.7601524,0.5982749,0.50658,0.58497113,0.53881,0.644013,0.682413,0.68435794,0.31728238,2576.943
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,I,A,A,A,D,E,F,F,D,BI,CL,A,AP,F,A,J,IG,0.5955566,0.737068,0.944251,0.284048,0.826714,0.5573884,0.79795843,0.6286875,0.53565,0.56081,0.727671,0.714544,0.327393,0.29453552,612.76355
A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,E,A,P,H,A,A,B,K,D,F,F,B,BI,DX,C,BA,K,A,D,FE,0.330514,0.555782,0.54977,0.309621,0.78323,0.1934316,0.28995723,0.26847,0.32311,0.23545,0.07463633,0.10399643,0.290422,0.1896939,987.2716
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,H,A,A,A,G,H,H,F,B,BI,CO,A,L,AE,A,J,CG,0.51562256,0.488789,0.762059,0.473202,0.534484,0.45644096,0.57497275,0.36083,0.44767,0.51111,0.771508,0.74464,0.330336,0.70915,2156.4917
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,A,A,P,I,A,A,A,G,D,G,F,B,BI,CC,G,BA,X,A,K,DP,0.6567941,0.245921,0.419161,0.383428,0.718531,0.50283563,0.6040682,0.53046,0.53774,0.569876,0.569745,0.57825756,0.363547,0.6877852,3643.5488
A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,H,C,A,B,G,E,H,K,B,BI,CL,A,AU,BM,A,J,HK,0.5867608,0.15999,0.462347,0.483397,0.281143,0.439206,0.51305485,0.38318,0.43665278,0.45017,0.569745,0.55738,0.327393,0.47599915,1172.5043
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,A,A,P,O,A,A,A,I,E,F,K,D,BI,EL,G,L,AE,A,J,B,0.5168031,0.57397056,0.484196,0.327354,0.281143,0.636189,0.89340985,0.36636,0.6259662,0.57716,0.678924,0.630853,0.321548,0.283856,3301.8413
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,D,B,A,A,A,A,A,D,B,C,E,C,D,T,H,A,A,A,E,E,G,F,K,BI,EL,A,AM,AD,A,O,DF,0.513457,0.245921,0.280933,0.789639,0.281143,0.63133484,0.41905946,0.53046,0.5042,0.51111,0.4922,0.458493,0.63026,0.375157,537.48645
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,A,A,P,I,A,A,A,F,E,F,K,D,BI,AP,A,L,AM,A,P,CR,0.507661,0.299102,0.280933,0.642745,0.422268,0.46090248,0.76719475,0.44009814,0.5105,0.48889,0.5891882,0.576121,0.276878,0.24006249,2251.87
A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,D,B,D,B,B,C,B,B,B,A,A,B,B,H,D,D,D,E,E,A,P,F,A,A,B,E,E,I,F,B,BI,EL,C,E,AE,A,K,DJ,0.488816,0.785784,0.692825,0.373816,0.491114,0.2433246,0.3351858,0.26847,0.41471,0.39599,0.415029,0.38782662,0.333292,0.71439487,2313.1184
B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,B,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,I,A,A,A,G,F,H,K,B,BI,V,A,AS,S,I,K,DJ,0.465671,0.681761,0.57136,0.327354,0.666857,0.36656928,0.33939603,0.48757273,0.41471,0.40666,0.396226,0.443374,0.321548,0.72851175,2593.5464
B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,A,B,B,B,A,A,A,A,A,C,D,D,E,A,A,P,K,A,A,A,I,F,G,E,D,BI,EB,A,R,AS,A,K,HC,0.436958,0.681761,0.673861,0.24439,0.281143,0.5643481,0.8144539,0.43518,0.45808,0.44467,0.550529,0.546052,0.333292,0.8042509,2053.5818
A,B,A,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,A,C,B,D,B,A,A,A,A,A,C,B,C,E,A,D,T,K,D,A,A,I,B,G,F,E,AB,BC,A,N,N,E,P,KC,0.50790155,0.1919584,0.336963,0.267727,0.281143,0.7764395,0.7498063,0.2926,0.521,0.54983,0.661688,0.66283584,0.808455,0.8052243,2676.2566
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,D,D,B,B,C,B,D,B,A,A,A,B,H,D,D,C,E,E,D,T,F,A,A,J,E,E,G,U,K,BI,EL,A,Q,F,A,P,DJ,0.475784,0.737068,0.54977,0.614134,0.517162,0.6804698,0.44352573,0.8756488,0.5042,0.50556,0.569745,0.55738,0.689974,0.216493,5210.7915
A,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,D,D,D,A,B,C,B,C,B,A,A,A,A,A,C,D,E,E,A,E,R,J,C,A,A,E,B,G,I,F,BI,AC,A,T,AT,A,O,DF,0.51548505,0.620805,0.440642,0.284048,0.7506474,0.5567607,0.40957204,0.58934,0.62542,0.58257,0.415029,0.40609,0.6677242,0.21018441,6763.3403
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,A,B,C,B,D,C,A,A,A,A,A,D,B,C,E,E,D,T,I,D,A,A,I,E,H,K,K,BI,DK,A,L,AE,A,P,LB,0.28394765,0.422197,0.506105,0.383428,0.281143,0.47568062,0.46428576,0.49462,0.32311,0.39599,0.415029,0.443374,0.654753,0.72356975,6011.226
A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,G,A,P,J,D,A,D,H,G,G,K,D,BI,CO,A,C,J,A,H,EL,0.824083,0.555782,0.54977,0.886774,0.422268,0.54213345,0.7282756,0.36083,0.57167125,0.67065,0.92944497,0.93033516,0.315758,0.74372506,9969.293
A,B,A,B,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,D,D,A,A,G,E,G,Q,D,BI,CQ,C,E,AE,A,K,KW,0.3989621,0.488789,0.81510377,0.2765406,0.281143,0.4834455,0.7692829,0.3128,0.45391,0.36458,0.61309326,0.612906,0.287682,0.8131577,6417.4233
A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,D,D,D,B,B,C,B,D,B,A,A,A,A,A,D,B,C,E,F,D,T,J,A,C,A,G,E,G,J,K,AB,CO,A,AI,BC,A,P,HK,0.478678,0.299102,0.215772,0.52423,0.491114,0.580214,0.430764,0.64027,0.45391,0.45017,0.341813,0.33140486,0.666708,0.39142781,2576.6533
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,E,A,P,F,D,A,A,D,E,I,H,B,AB,CR,A,L,BM,A,A,FE,0.3080047,0.785784,0.506105,0.5841315,0.902259,0.201125,0.26964715,0.3070614,0.32128,0.28677,0.1544559,0.159414,0.339244,0.3416239,1632.3685
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,D,D,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,E,A,P,F,Q,A,A,E,F,H,F,B,BI,CX,A,AA,AE,A,L,DP,0.367378,0.488789,0.484196,0.364302,0.585792,0.30399567,0.33627,0.50658,0.34555,0.32446,0.24541,0.241676,0.298734,0.67316747,1960.2225
A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,B,D,E,C,A,P,I,G,A,A,E,F,H,N,B,AB,EB,A,AS,H,A,J,DF,0.475784,0.358319,0.91398495,0.354893,0.397069,0.3035878,0.3811501,0.3846211,0.427,0.40666,0.341813,0.3542594,0.324464,0.28311074,5121.168
A,B,A,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,D,B,B,D,D,B,A,C,B,D,B,D,A,A,A,A,D,C,C,E,E,C,T,I,A,A,A,E,E,H,K,G,BI,CL,A,M,BB,C,O,HL,0.870976,0.358319,0.440642,0.493605,0.517162,0.53561354,0.48420975,0.57771,0.91644,0.43919,0.385085,0.369858,0.624025,0.7419957,1003.6236
A,B,A,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,D,A,C,B,B,B,A,A,A,B,H,D,B,D,E,C,A,P,F,D,A,B,G,E,H,F,B,BI,EF,G,K,X,L,J,DP,0.487367,0.15999,0.484196,0.652072,0.491114,0.43298623,0.350175,0.40603,0.39849,0.40666,0.464956,0.458493,0.31412187,0.23072089,1631.8314
A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,A,B,C,B,B,B,A,A,A,A,A,C,B,D,E,E,A,P,G,D,A,A,F,F,I,H,B,BI,CL,C,S,AE,A,C,KW,0.35230127,0.245921,0.440642,0.215482,0.491114,0.240069,0.2959704,0.26847,0.34034264,0.28606382,0.338312,0.331643,0.298734,0.41713652,2760.7078
A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,B,A,C,B,D,B,A,A,B,A,A,D,B,C,E,A,C,T,H,A,A,A,P,N,E,I,G,BI,C,C,E,AE,J,P,BD,0.89077574,0.245921,0.246911,0.373816,0.281143,0.88994867,0.7617516,0.55421,0.94438,0.79139,0.93359333,0.9417393,0.828258,0.39000633,3759.9092
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,C,B,C,E,C,A,T,K,A,A,B,D,F,F,F,B,AB,CO,A,U,BL,A,Q,CP,0.338258,0.15999,0.230975,0.761209,0.281143,0.5176105,0.41309977,0.42345,0.36091,0.43919,0.453334,0.443374,0.333292,0.5496956,3162.277
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,E,A,P,E,A,A,A,D,E,J,Q,B,BI,A,C,AU,AF,A,K,CK,0.324129,0.620805,0.777587,0.29283705,0.372405,0.23975907,0.26835993,0.24564,0.34365,0.36458,0.275431,0.241676,0.287682,0.21489498,1568.3694
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,G,H,D,B,D,E,A,A,P,I,G,A,A,H,E,G,F,B,BI,CS,A,P,BM,A,J,HK,0.64645416,0.422197,0.440642,0.679338,0.811271,0.5800805,0.4956504,0.49462,0.58325,0.61459,0.453334,0.45866802,0.38236243,0.28541845,2202.9917
A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,B,B,B,A,B,D,B,A,A,A,G,H,D,B,C,E,G,D,T,I,D,A,B,K,F,E,I,K,BI,EL,A,AI,AT,A,O,LM,0.894333,0.245921,0.18025343,0.679338,0.372405,0.8594393,0.7011997,0.4293,0.9042589,0.82249,0.771508,0.785706,0.82263154,0.83679485,4262.2695
A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,B,B,C,B,B,D,A,A,B,A,A,C,D,C,E,C,A,H,L,C,A,A,A,H,H,J,A,BI,EB,E,K,AT,A,N,DH,0.484469,0.620805,0.484196,0.327354,0.281143,0.4112289,0.409251,0.36083,0.46226,0.47779,0.588753,0.55738,0.3317859,0.46672627,4505.6567
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,C,B,B,C,B,B,B,A,A,A,A,A,C,D,E,E,E,A,S,K,A,A,A,D,D,I,F,I,BI,D,G,H,F,A,N,DJ,0.284869,0.422197,0.527991,0.713852,0.281143,0.379574,0.2966904,0.54829,0.32865,0.34424,0.307628,0.301921,0.36326647,0.8176975,3612.5205
